,Date,Open,High,Low,Close,Adj Close,Volume,Del,DelPrec,Label_4part,Label_3part,TrumpTweets
43,8/8/2008,11432.08984,11759.95996,11388.04004,11734.32031,11734.32031,212830000,302.230469,2.64370271,3,2,
44,8/11/2008,11729.66992,11867.11035,11675.53027,11782.34961,11782.34961,183190000,52.679687,0.449114829,2,2,
45,8/12/2008,11781.7002,11782.34961,11601.51953,11642.46973,11642.46973,173590000,-139.230468,-1.181751918,0,0,
46,8/13/2008,11632.80957,11633.78027,11453.33984,11532.95996,11532.95996,182550000,-99.849609,-0.858344739,1,0,
47,8/14/2008,11532.07031,11718.28027,11450.88965,11615.92969,11615.92969,159790000,83.859375,0.727184042,2,2,
48,8/15/2008,11611.20996,11709.88965,11599.73047,11659.90039,11659.90039,215040000,48.69043,0.419339846,2,2,
49,8/18/2008,11659.65039,11690.42969,11434.12012,11479.38965,11479.38965,156290000,-180.260743,-1.546021853,0,0,
50,8/19/2008,11478.08984,11478.16992,11318.5,11348.54981,11348.54981,171580000,-129.540039,-1.128585337,0,0,
51,8/20/2008,11345.94043,11454.15039,11290.58008,11417.42969,11417.42969,144880000,71.489258,0.630086668,2,2,
52,8/21/2008,11415.23047,11476.20996,11315.57031,11430.20996,11430.20996,130020000,14.979492,0.131223737,2,1,
53,8/22/2008,11426.79004,11632.12988,11426.79004,11628.05957,11628.05957,138790000,201.269531,1.761382946,3,2,
54,8/25/2008,11626.19043,11626.26953,11362.62988,11386.25,11386.25,148610000,-239.94043,-2.063792361,0,0,
55,8/26/2008,11383.55957,11436.24023,11340.41016,11412.87012,11412.87012,119800000,29.310547,0.257481386,2,2,
56,8/27/2008,11412.45996,11554.45996,11381.76953,11502.50977,11502.50977,120580000,90.049805,0.789048157,2,2,
57,8/28/2008,11499.87012,11715.17969,11499.79004,11715.17969,11715.17969,149150000,215.309571,1.872278285,3,2,
58,8/29/2008,11713.23047,11713.23047,11543.38965,11543.95996,11543.95996,166910000,-169.270508,-1.445122321,0,0,
59,9/2/2008,11545.62988,11790.16992,11471.90039,11516.91992,11516.91992,177090000,-28.709961,-0.248665177,1,1,
60,9/3/2008,11506.00977,11554.37988,11416.53027,11532.87988,11532.87988,174250000,26.870117,0.233531151,2,1,
61,9/4/2008,11532.48047,11532.48047,11176.01953,11188.23047,11188.23047,229200000,-344.25,-2.985047327,0,0,
62,9/5/2008,11185.62988,11245.15039,11037.84961,11220.95996,11220.95996,198300000,35.330078,0.315852378,2,2,
63,9/8/2008,11224.87012,11570.66016,11224.79004,11510.74023,11510.74023,273000000,285.870117,2.546756568,3,2,
64,9/9/2008,11514.73047,11577.5,11230.73047,11230.73047,11230.73047,257300000,-284,-2.466405972,0,0,
65,9/10/2008,11233.91016,11380.62988,11215.25977,11268.91992,11268.91992,214260000,35.009766,0.311643635,2,2,
66,9/11/2008,11264.44043,11445.67969,11098.66992,11433.70996,11433.70996,247820000,169.269531,1.502689211,3,2,
67,9/12/2008,11429.32031,11459.92969,11280.40039,11421.99023,11421.99023,238890000,-7.330079,-0.064133989,1,1,
68,9/15/2008,11416.37012,11416.4502,10917.50977,10917.50977,10917.50977,432970000,-498.860351,-4.36969322,0,0,
69,9/16/2008,10905.62012,11093.21973,10742.7002,11059.01953,11059.01953,494760000,153.399414,1.406608816,3,2,
70,9/17/2008,11056.58008,11057.30957,10595.90039,10609.66016,10609.66016,463200000,-446.919922,-4.042117172,0,0,
71,9/18/2008,10609.00977,11076.44043,10459.44043,11019.69043,11019.69043,488060000,410.680664,3.871055575,3,2,
72,9/19/2008,11027.50977,11483.04981,11026.7002,11388.44043,11388.44043,655110000,360.930664,3.273002443,3,2,
73,9/22/2008,11394.41992,11394.58008,10992.2002,11015.69043,11015.69043,213210000,-378.729492,-3.323815469,0,0,
74,9/23/2008,11015.69043,11143.20996,10833.94043,10854.16992,10854.16992,204480000,-161.520508,-1.466276753,0,0,
75,9/24/2008,10850.01953,10928.40039,10753.57031,10825.16992,10825.16992,183630000,-24.849609,-0.229028242,1,1,
76,9/25/2008,10827.16992,11129.19043,10827.00977,11022.05957,11022.05957,218530000,194.889648,1.800005444,3,2,
77,9/26/2008,11019.04004,11168.05957,10868.82031,11143.12988,11143.12988,232560000,124.089844,1.126140241,3,2,
78,9/29/2008,11139.62012,11139.94043,10365.4502,10365.4502,10365.4502,385940000,-774.169922,-6.94969769,0,0,
79,9/30/2008,10371.58008,10868.90039,10371.41992,10850.66016,10850.66016,319770000,479.080078,4.619161925,3,2,
80,10/1/2008,10847.40039,10882.51953,10631.9502,10831.07031,10831.07031,256670000,-16.330078,-0.150543701,1,1,
81,10/2/2008,10825.54004,10825.54004,10439.51953,10482.84961,10482.84961,395330000,-342.69043,-3.16557353,0,0,
82,10/3/2008,10483.95996,10796.25977,10310.25,10325.37988,10325.37988,299690000,-158.580078,-1.512597135,0,0,
83,10/6/2008,10322.51953,10322.75977,9525.320313,9955.5,9955.5,391460000,-367.019531,-3.555522757,0,0,
84,10/7/2008,9955.419922,10124.03027,9436.669922,9447.110352,9447.110352,362520000,-508.30957,-5.105857653,0,0,
85,10/8/2008,9437.230469,9628.070313,9194.780273,9258.099609,9258.099609,479270000,-179.13086,-1.898129548,0,0,
86,10/9/2008,9261.69043,9448.139648,8579.19043,8579.19043,8579.19043,436740000,-682.5,-7.369065131,0,0,
87,10/10/2008,8568.669922,8901.280273,7882.509766,8451.19043,8451.19043,674920000,-117.479492,-1.371035331,0,0,
88,10/13/2008,8462.419922,9427.990234,8462.179688,9387.610352,9387.610352,399290000,925.19043,10.93292981,3,2,
89,10/14/2008,9388.969727,9794.370117,9085.429688,9310.990234,9310.990234,412740000,-77.979493,-0.830543662,1,0,
90,10/15/2008,9301.910156,9308.759766,8530.120117,8577.910156,8577.910156,374350000,-724,-7.783347591,0,0,
91,10/16/2008,8577.040039,9013.269531,8197.669922,8979.259766,8979.259766,422450000,402.219727,4.689493405,3,2,
92,10/17/2008,8975.349609,9281.120117,8718.25,8852.219727,8852.219727,360600000,-123.129882,-1.371867252,0,0,
93,10/20/2008,8852.299805,9266.629883,8852.219727,9265.429688,9265.429688,241400000,413.129883,4.666921502,3,2,
94,10/21/2008,9262.799805,9284.549805,9004.269531,9033.660156,9033.660156,231160000,-229.139649,-2.473762295,0,0,
95,10/22/2008,9027.839844,9027.839844,8335.299805,8519.209961,8519.209961,348840000,-508.629883,-5.634015355,0,0,
96,10/23/2008,8519.769531,8795.990234,8243.549805,8691.25,8691.25,340740000,171.480469,2.012736006,3,2,
97,10/24/2008,8683.209961,8683.209961,8187.47998,8378.950195,8378.950195,335680000,-304.259766,-3.504001025,0,0,
98,10/27/2008,8375.919922,8599.099609,8143.589844,8175.77002,8175.77002,281180000,-200.149902,-2.3895871,0,0,
99,10/28/2008,8178.720215,9082.080078,8174.72998,9065.120117,9065.120117,372160000,886.399902,10.83788024,3,2,
100,10/29/2008,9062.330078,9363.320313,8890.290039,8990.959961,8990.959961,316230000,-71.370117,-0.787547092,1,0,
101,10/30/2008,9004.660156,9266.469727,8976.870117,9180.69043,9180.69043,267210000,176.030274,1.954879706,3,2,
102,10/31/2008,9179.089844,9454.360352,9119.200195,9325.009766,9325.009766,310950000,145.919922,1.589699246,3,2,
103,11/3/2008,9326.040039,9410.549805,9255.480469,9319.830078,9319.830078,180970000,-6.209961,-0.066587329,1,1,
104,11/4/2008,9323.889648,9653.950195,9323.889648,9625.280273,9625.280273,254930000,301.390625,3.232455943,3,2,
105,11/5/2008,9616.599609,9616.599609,9111.469727,9139.269531,9139.269531,264640000,-477.330078,-4.963605613,0,0,
106,11/6/2008,9134.009766,9155.44043,8637.169922,8695.790039,8695.790039,344350000,-438.219727,-4.797670883,0,0,
107,11/7/2008,8696.030273,8961.570313,8696.030273,8943.80957,8943.80957,246300000,247.779297,2.849338022,3,2,
108,11/10/2008,8946.599609,9159.580078,8760.459961,8870.540039,8870.540039,221230000,-76.05957,-0.850150597,1,0,
109,11/11/2008,8864.320313,8867.910156,8560.709961,8693.959961,8693.959961,257270000,-170.360352,-1.92186593,0,0,
110,11/12/2008,8684.519531,8684.599609,8265.290039,8282.660156,8282.660156,314660000,-401.859375,-4.62730694,0,0,
111,11/13/2008,8281.139648,8876.589844,7965.419922,8835.25,8835.25,476600000,554.110352,6.691233037,3,2,
112,11/14/2008,8822.19043,8923.179688,8469.990234,8497.30957,8497.30957,304370000,-324.88086,-3.68254191,0,0,
113,11/17/2008,8494.839844,8571.299805,8246.889648,8273.580078,8273.580078,278220000,-221.259766,-2.604637286,0,0,
114,11/18/2008,8273.339844,8477.950195,8105.439941,8424.75,8424.75,366390000,151.410156,1.830097142,3,2,
115,11/19/2008,8420.69043,8504.639648,7987.080078,7997.279785,7997.279785,350470000,-423.410645,-5.02821768,0,0,
116,11/20/2008,7995.529785,8187.399902,7506.970215,7552.290039,7552.290039,528130000,-443.239746,-5.543594457,0,0,
117,11/21/2008,7552.370117,8071.75,7449.379883,8046.419922,8046.419922,569010000,494.049805,6.541652453,3,2,
118,11/24/2008,8048.089844,8599.019531,8048.089844,8443.389648,8443.389648,491890000,395.299804,4.911722057,3,2,
119,11/25/2008,8445.139648,8607.379883,8281.459961,8479.469727,8479.469727,374020000,34.330079,0.406506943,2,2,
120,11/26/2008,8464.490234,8726.610352,8311.169922,8726.610352,8726.610352,283920000,262.120118,3.096702941,3,2,
121,11/28/2008,8724.700195,8831.349609,8672.69043,8829.040039,8829.040039,155510000,104.339844,1.195913231,3,2,
122,12/1/2008,8826.889648,8827.049805,8141.359863,8149.089844,8149.089844,321010000,-677.799804,-7.678806817,0,0,
123,12/2/2008,8153.75,8437.169922,8143.509766,8419.089844,8419.089844,307520000,265.339844,3.254206273,3,2,
124,12/3/2008,8409.139648,8624.19043,8234.150391,8591.69043,8591.69043,294680000,182.550782,2.170861582,3,2,
125,12/4/2008,8587.070313,8631.990234,8259.400391,8376.240234,8376.240234,280880000,-210.830079,-2.455203828,0,0,
126,12/5/2008,8376.080078,8686.469727,8118.5,8635.419922,8635.419922,346370000,259.339844,3.096195853,3,2,
127,12/8/2008,8637.650391,9026.410156,8637.490234,8934.179688,8934.179688,358970000,296.529297,3.432985634,3,2,
128,12/9/2008,8934.099609,8934.099609,8651.740234,8691.330078,8691.330078,284950000,-242.769531,-2.717336292,0,0,
129,12/10/2008,8693,8879.219727,8646.330078,8761.419922,8761.419922,232830000,68.419922,0.787069159,2,2,
130,12/11/2008,8750.129883,8809.450195,8512.759766,8565.089844,8565.089844,290540000,-185.040039,-2.114711913,0,0,
131,12/12/2008,8563.099609,8682.570313,8347.80957,8629.679688,8629.679688,271030000,66.580079,0.777523117,2,2,
132,12/15/2008,8628.80957,8676.280273,8469.030273,8564.530273,8564.530273,229940000,-64.279297,-0.74493818,1,0,
133,12/16/2008,8565.650391,8958.790039,8565.650391,8924.139648,8924.139648,337190000,358.489257,4.185195994,3,2,
134,12/17/2008,8921.910156,8961.259766,8778.070313,8824.339844,8824.339844,239260000,-97.570312,-1.093603391,0,0,
135,12/18/2008,8823.94043,8883.360352,8527.410156,8604.990234,8604.990234,274080000,-218.950196,-2.48131997,0,0,
136,12/19/2008,8606.5,8787.230469,8550.429688,8579.110352,8579.110352,550150000,-27.389648,-0.318243746,1,0,
137,12/22/2008,8573.370117,8601.410156,8372.019531,8519.69043,8519.69043,211090000,-53.679687,-0.62612119,1,0,
138,12/23/2008,8518.650391,8604.120117,8391.299805,8419.490234,8419.490234,174640000,-99.160157,-1.164035997,0,0,
139,12/24/2008,8416.860352,8498.5,8416.860352,8468.480469,8468.480469,66930000,51.620117,0.613294208,2,2,
140,12/26/2008,8468.709961,8533.070313,8461.780273,8515.549805,8515.549805,86760000,46.839844,0.553093024,2,2,
141,12/29/2008,8515.870117,8530.679688,8364.05957,8483.929688,8483.929688,153730000,-31.940429,-0.375069471,1,0,
142,12/30/2008,8487.509766,8675.240234,8487.509766,8668.389648,8668.389648,162560000,180.879882,2.131130178,3,2,
143,12/31/2008,8666.480469,8842.660156,8664.889648,8776.389648,8776.389648,226760000,109.909179,1.268210081,3,2,
144,1/2/2009,8772.25,9065.280273,8760.780273,9034.69043,9034.69043,213700000,262.44043,2.991711705,3,2,
145,1/5/2009,9027.129883,9034.370117,8892.360352,8952.889648,8952.889648,233760000,-74.240235,-0.822412394,1,0,
146,1/6/2009,8954.570313,9088.05957,8940.950195,9015.099609,9015.099609,215410000,60.529296,0.675959805,2,2,
147,1/7/2009,8996.94043,8996.94043,8719.919922,8769.700195,8769.700195,266710000,-227.240235,-2.525750134,0,0,
148,1/8/2009,8769.94043,8770.019531,8651.19043,8742.459961,8742.459961,226620000,-27.480469,-0.313348411,1,0,
149,1/9/2009,8738.799805,8769.620117,8576.959961,8599.179688,8599.179688,204300000,-139.620117,-1.597703576,0,0,
150,1/12/2009,8599.259766,8602.599609,8421.080078,8473.969727,8473.969727,273550000,-125.290039,-1.456986327,0,0,
151,1/13/2009,8474.610352,8522.080078,8376.879883,8448.55957,8448.55957,304050000,-26.050782,-0.307397991,1,0,
152,1/14/2009,8446.009766,8446.25,8140.720215,8200.139648,8200.139648,355050000,-245.870118,-2.9110802,0,0,
153,1/15/2009,8196.240234,8286.160156,7995.129883,8212.490234,8212.490234,436660000,16.25,0.198261636,2,1,
154,1/16/2009,8215.669922,8341.200195,8109.339844,8281.219727,8281.219727,439360000,65.549805,0.797863176,2,2,
155,1/20/2009,8279.629883,8291.980469,7939.930176,7949.089844,7949.089844,419200000,-330.540039,-3.992207909,0,0,
156,1/21/2009,7949.169922,8243.549805,7936.189941,8228.099609,8228.099609,410040000,278.929687,3.508915896,3,2,
157,1/22/2009,8224.429688,8224.830078,7957.140137,8122.799805,8122.799805,420040000,-101.629883,-1.23570736,0,0,
158,1/23/2009,8108.790039,8152.589844,7909.029785,8077.560059,8077.560059,370510000,-31.22998,-0.385137361,1,0,
159,1/26/2009,8078.040039,8231.679688,8023.160156,8116.029785,8116.029785,316720000,37.989746,0.4702842,2,2,
160,1/27/2009,8117.390137,8225.790039,8083.140137,8174.72998,8174.72998,247750000,57.339843,0.706382742,2,2,
161,1/28/2009,8175.930176,8405.870117,8175.930176,8375.450195,8375.450195,357940000,199.520019,2.440334185,3,2,
162,1/29/2009,8373.05957,8373.139648,8137.939941,8149.009766,8149.009766,247450000,-224.049804,-2.675841514,0,0,
163,1/30/2009,8149.009766,8195.759766,7961.919922,8000.859863,8000.859863,303160000,-148.149903,-1.818011111,0,0,
164,2/2/2009,8000.620117,8000.620117,7867.370117,7936.75,7936.75,293890000,-63.870117,-0.798314581,1,0,
165,2/3/2009,7936.990234,8111.569824,7905.52002,8078.359863,8078.359863,313090000,141.369629,1.781149086,3,2,
166,2/4/2009,8070.319824,8162.149902,7929.259766,7956.660156,7956.660156,345520000,-113.659668,-1.408366341,0,0,
167,2/5/2009,7954.830078,8107.830078,7845.310059,8063.069824,8063.069824,390980000,108.239746,1.360679549,3,2,
168,2/6/2009,8056.379883,8312.370117,8052.240234,8280.589844,8280.589844,396380000,224.209961,2.783011281,3,2,
169,2/9/2009,8281.379883,8315.070313,8196.240234,8270.870117,8270.870117,289280000,-10.509766,-0.126908391,1,1,
170,2/10/2009,8269.360352,8269.44043,7848.740234,7888.879883,7888.879883,449890000,-380.480469,-4.601087059,0,0,
171,2/11/2009,7887.049805,7983.740234,7852.160156,7939.529785,7939.529785,270280000,52.47998,0.665394302,2,2,
172,2/12/2009,7931.970215,7938.819824,7693.97998,7932.759766,7932.759766,331960000,0.789551,0.009954034,2,1,
173,2/13/2009,7933,7970.839844,7840.450195,7850.410156,7850.410156,251960000,-82.589844,-1.041092197,0,0,
174,2/17/2009,7845.629883,7845.629883,7551.009766,7552.600098,7552.600098,332850000,-293.029785,-3.734942756,0,0,
175,2/18/2009,7546.350098,7617.759766,7479.970215,7555.629883,7555.629883,268220000,9.279785,0.122970507,2,1,
176,2/19/2009,7555.22998,7614.970215,7447.549805,7465.950195,7465.950195,301480000,-89.279785,-1.181695134,0,0,
177,2/20/2009,7461.490234,7469.290039,7249.470215,7365.669922,7365.669922,584900000,-95.820312,-1.284198049,0,0,
178,2/23/2009,7365.990234,7441.02002,7105.939941,7114.779785,7114.779785,406150000,-251.210449,-3.410409748,0,0,
179,2/24/2009,7115.339844,7378.970215,7114.299805,7350.939941,7350.939941,468010000,235.600097,3.311157333,3,2,
180,2/25/2009,7349.580078,7404.939941,7156.680176,7270.890137,7270.890137,450270000,-78.689941,-1.070672612,0,0,
181,2/26/2009,7269.060059,7402.310059,7173.560059,7182.080078,7182.080078,321300000,-86.979981,-1.196578104,0,0,
182,2/27/2009,7180.970215,7195.459961,7033.620117,7062.930176,7062.930176,667950000,-118.040039,-1.643789564,0,0,
183,3/2/2009,7056.47998,7058.950195,6755.169922,6763.290039,6763.290039,568670000,-293.189941,-4.154903604,0,0,
184,3/3/2009,6764.810059,6855.290039,6705.629883,6726.02002,6726.02002,445280000,-38.790039,-0.573409137,1,0,
185,3/4/2009,6726.5,6979.220215,6726.419922,6875.839844,6875.839844,464830000,149.339844,2.22017162,3,2,
186,3/5/2009,6874.009766,6874.009766,6544.100098,6594.439941,6594.439941,509770000,-279.569825,-4.067055976,0,0,
187,3/6/2009,6595.160156,6755.169922,6469.950195,6626.939941,6626.939941,425170000,31.779785,0.48186525,2,2,
188,3/9/2009,6625.740234,6709.609863,6516.859863,6547.049805,6547.049805,365990000,-78.690429,-1.18764736,0,0,
189,3/10/2009,6547.009766,6926.490234,6546.609863,6926.490234,6926.490234,640020000,379.480468,5.796241056,3,2,
190,3/11/2009,6923.129883,7015.060059,6867.549805,6930.399902,6930.399902,524430000,7.270019,0.105010582,2,1,
191,3/12/2009,6932.390137,7184.709961,6872.25,7170.060059,7170.060059,488690000,237.669922,3.428397959,3,2,
192,3/13/2009,7167.350098,7242.620117,7105.859863,7223.97998,7223.97998,479010000,56.629882,0.790109053,2,2,
193,3/16/2009,7225.330078,7392.910156,7206.850098,7216.970215,7216.970215,586970000,-8.359863,-0.11570216,1,1,
194,3/17/2009,7218,7396.810059,7172.049805,7395.700195,7395.700195,391880000,177.700195,2.461903505,3,2,
195,3/18/2009,7395.700195,7571.640137,7257.27002,7486.580078,7486.580078,584110000,90.879883,1.228820539,3,2,
196,3/19/2009,7489.680176,7548.459961,7369.259766,7400.799805,7400.799805,559920000,-88.880371,-1.186704491,0,0,
197,3/20/2009,7402.310059,7460.930176,7257.830078,7278.379883,7278.379883,672950000,-123.930176,-1.67420947,0,0,
198,3/23/2009,7279.25,7780.720215,7278.779785,7775.859863,7775.859863,515600000,496.609863,6.822266896,3,2,
199,3/24/2009,7773.470215,7796.569824,7646.990234,7659.970215,7659.970215,379670000,-113.5,-1.460094358,0,0,
200,3/25/2009,7659.810059,7863.629883,7550.060059,7749.810059,7749.810059,454090000,90,1.174963861,3,2,
201,3/26/2009,7752.359863,7931.330078,7752.279785,7924.560059,7924.560059,397260000,172.200196,2.221261642,3,2,
202,3/27/2009,7922.569824,7922.569824,7735.950195,7776.180176,7776.180176,323650000,-146.389648,-1.847754595,0,0,
203,3/30/2009,7773.310059,7773.390137,7437.589844,7522.02002,7522.02002,383260000,-251.290039,-3.232728877,0,0,
204,3/31/2009,7523.77002,7725.359863,7523.450195,7608.919922,7608.919922,399840000,85.149902,1.131745146,3,2,
205,4/1/2009,7606.129883,7789,7483.870117,7761.600098,7761.600098,361340000,155.470215,2.044012098,3,2,
206,4/2/2009,7763.990234,8075.72998,7763.990234,7978.080078,7978.080078,442820000,214.089844,2.757471835,3,2,
207,4/3/2009,7980.629883,8019.5,7897.240234,8017.589844,8017.589844,308210000,36.959961,0.463120851,2,2,
208,4/6/2009,8016.160156,8016.160156,7862.200195,7975.850098,7975.850098,247400000,-40.310058,-0.502859938,1,0,
209,4/7/2009,7968.919922,7969.080078,7762.080078,7789.560059,7789.560059,276920000,-179.359863,-2.250742444,0,0,
210,4/8/2009,7788.680176,7887.52002,7750.850098,7837.109863,7837.109863,255350000,48.429687,0.62179581,2,2,
211,4/9/2009,7839.890137,8087.279785,7839.890137,8083.379883,8083.379883,462060000,243.489746,3.105780078,3,2,
212,4/13/2009,8082.02002,8113.410156,7963.75,8057.810059,8057.810059,424250000,-24.209961,-0.299553341,1,0,
213,4/14/2009,8057.410156,8057.410156,7902.259766,7920.180176,7920.180176,513010000,-137.22998,-1.703152469,0,0,
214,4/15/2009,7914.919922,8041.319824,7870.47998,8029.620117,8029.620117,413280000,114.700195,1.449164314,3,2,
215,4/16/2009,8029.140137,8168.120117,7962.709961,8125.430176,8125.430176,359470000,96.290039,1.199257173,3,2,
216,4/17/2009,8125.430176,8190.660156,8086.879883,8131.330078,8131.330078,537670000,5.899902,0.072610334,2,1,
217,4/20/2009,8128.939941,8128.939941,7840.450195,7841.72998,7841.72998,453660000,-287.209961,-3.533178534,0,0,
218,4/21/2009,7841.72998,7979.200195,7791.950195,7969.560059,7969.560059,424030000,127.830079,1.630125997,3,2,
219,4/22/2009,7964.779785,8044.830078,7868.009766,7886.569824,7886.569824,387030000,-78.209961,-0.981947563,1,0,
220,4/23/2009,7886.810059,7979.439941,7804.209961,7957.060059,7957.060059,327240000,70.25,0.890727677,2,2,
221,4/24/2009,7957.450195,8127.5,7957.450195,8076.290039,8076.290039,402720000,118.839844,1.493441254,3,2,
222,4/27/2009,8073.819824,8122.560059,7987.160156,8025,8025,282990000,-48.819824,-0.604668237,1,0,
223,4/28/2009,8023.560059,8091.660156,7938.97998,8016.950195,8016.950195,274710000,-6.609864,-0.082380688,1,1,
224,4/29/2009,8018.310059,8257.570313,8017.910156,8185.72998,8185.72998,300340000,167.419921,2.087970155,3,2,
225,4/30/2009,8188.509766,8307.509766,8136.899902,8168.120117,8168.120117,341400000,-20.389649,-0.249003171,1,1,
226,5/1/2009,8167.410156,8219.80957,8099.310059,8212.410156,8212.410156,237360000,45,0.550970248,2,2,
227,5/4/2009,8213.599609,8434.860352,8213.599609,8426.740234,8426.740234,354490000,213.140625,2.594972182,3,2,
228,5/5/2009,8425.549805,8458.120117,8362.780273,8410.650391,8410.650391,311490000,-14.899414,-0.176836104,1,1,
229,5/6/2009,8403.480469,8518.570313,8403,8512.280273,8512.280273,454480000,108.799804,1.294699314,3,2,
230,5/7/2009,8512.280273,8577.19043,8358,8409.849609,8409.849609,476640000,-102.430664,-1.203328141,0,0,
231,5/8/2009,8410.730469,8587.549805,8410.730469,8574.650391,8574.650391,428420000,163.919922,1.948937998,3,2,
